"Date: 2023-04-01+0000"
"Version: 7.1"
"Status: 
0 Normal
Keep家庭手臂魔鬼训练","N","2022-07-20T09:30:00+0000","2022-07-20T11:00:00+0000","PT0S
","","1","2","2022-07-17T14:44:00+0000","2022-07-20T16:28:20+0000","-596354248704","Asia/Shanghai","false","false",,,"list","751",""
"","运动健身","六分 - 肩臂部","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-09-07T16:00:00+0000","2022-09-07T17:30:00+0000","PT0S
","","1","2","2022-07-17T14:41:30+0000","2022-09-10T22:42:08+0000","-596354244608","Europe/Zurich","false","true",,,"list","752",""
"","运动健身","六分 - 肩臂部","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-07-11T09:30:00+0000","2022-07-11T11:00:00+0000","PT0S
","","1","2","2022-07-10T14:07:51+0000","2022-07-11T13:45:11+0000","-596354236416","Asia/Shanghai","false","false",,,"list","753",""
"","运动健身","六分 - 肩臂部","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-07-07T12:00:00+0000","2022-07-07T13:30:00+0000","PT0S
","","1","2","2022-07-07T08:59:36+0000","2022-07-07T14:04:01+0000","-596354203648","Asia/Shanghai","false","false",,,"list","754",""
"","运动健身","六分 - 肩臂部 副本","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-06-13T12:00:00+0000","2022-06-13T13:30:00+0000","PT0S
","","1","2","2022-06-07T02:40:27+0000","2022-06-13T13:45:54+0000","-596354138112","Asia/Shanghai","false","false",,,"list","755",""
"","运动健身","六分 - 肩臂部","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-06-06T12:00:00+0000","2022-06-06T13:30:00+0000","PT0S
","","1","2","2022-06-06T06:40:56+0000","2022-06-06T16:05:12+0000","-596354007040","Asia/Shanghai","false","false",,,"list","756",""
"","运动健身","六分 - 肩臂部","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-06-03T12:00:00+0000","2022-06-03T13:30:00+0000","PT0S
","","1","2","2022-06-04T10:26:35+0000","2022-06-04T10:26:47+0000","-596353482752","Asia/Shanghai","false","false",,,"list","757",""
"","运动健身","六分 - 肩臂部 副本 副本","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-05-27T12:00:00+0000","2022-05-27T13:30:00+0000","PT0S
","","1","2","2022-05-27T11:05:14+0000","2022-05-27T16:08:04+0000","-596352434176","Asia/Shanghai","false","false",,,"list","758",""
"","运动健身","六分 - 肩臂部 副本","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-05-23T12:00:00+0000","2022-05-23T13:30:00+0000","PT0S
","","1","2","2022-05-27T11:04:54+0000","2022-05-27T11:05:04+0000","-596350337024","Asia/Shanghai","false","false",,,"list","759",""
"","运动健身","六分 - 肩臂部","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-05-17T12:00:00+0000","2022-05-17T13:30:00+0000","PT0S
","","1","2","2022-05-18T06:53:13+0000","2022-05-18T06:53:33+0000","-596346142720","Asia/Shanghai","false","false",,,"list","760",""
"","运动健身","六分 - 肩臂部 副本","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-05-10T12:00:00+0000","2022-05-10T13:30:00+0000","PT0S
","","1","2","2022-05-11T10:23:44+0000","2022-05-11T10:23:48+0000","-596329365504","Asia/Shanghai","false","false",,,"list","761",""
"","运动健身","六分 - 肩臂部","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-05-06T12:00:00+0000","2022-05-06T13:30:00+0000","PT0S
","","1","2","2022-05-01T02:16:43+0000","2022-05-06T13:56:04+0000","-596195147776","Asia/Shanghai","false","false",,,"list","762",""
"","运动健身","六分 - 肩臂部 副本 副本","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-04-22T12:00:00+0000","2022-04-22T13:30:00+0000","PT0S
","","1","2","2022-04-13T06:30:21+0000","2022-04-22T12:01:23+0000","-595926712320","Asia/Shanghai","false","false",,,"list","763",""
"","运动健身","六分 - 肩臂部 副本","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-04-15T12:00:00+0000","2022-04-15T13:30:00+0000","PT0S
","","1","2","2022-04-13T06:23:47+0000","2022-04-17T01:22:41+0000","-594852970496","Asia/Shanghai","false","false",,,"list","764",""
"","运动健身","六分 - 肩臂部","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep家庭手臂魔鬼训练","N","2022-04-08T12:00:00+0000","2022-04-08T13:30:00+0000","PT0S
","","1","2","2022-03-29T11:54:44+0000","2022-04-08T15:32:54+0000","-592705486848","Asia/Shanghai","false","false",,,"list","765",""
"","运动健身","六分 - 肩臂部 副本","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

Keep上肢训练","N","2022-03-11T13:45:00+0000","2022-03-11T14:45:00+0000","PT0S
","","1","2","2022-03-07T01:12:43+0000","2022-03-12T00:28:37+0000","-584115552256","Asia/Shanghai","false","false",,,"list","766",""
"","运动健身","六分 - 肩臂部","TEXT","","1. 坐姿推举 4*8-12

2. 俯身侧平举 + 前平举 4*12-15

3. 俯身飞鸟 4*8-12

4. 引体向上 6*力竭

or

